product_name_langs,product_name_texts,additives_n,complete,completeness,created_t,ingredients_from_palm_oil_n,ingredients_n,ingredients_percent_analysis,ingredients_with_specified_percent_n,ingredients_with_unspecified_percent_n,ingredients_without_ciqual_codes_n,known_ingredients_n,last_modified_t,last_updated_t,nova_group,popularity_key,rev,unknown_ingredients_n,schema_version,prediction
main | en,Oat Bran Hot Cereal | Oat Bran Hot Cereal,0.0,0.0,0.6000000238418579,1.489053436E9,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.74035558E9,1.74035558E9,1.0,1.0,3.0,0.0,999.0,1
main | en,"Streit's, whole wheat matzo ball mix | Streit's, whole wheat matzo ball mix",2.0,0.0,0.5,1.489057968E9,0.0,8.0,1.0,0.0,7.0,4.0,13.0,1.587574971E9,1.707503363E9,3.0,0.0,2.0,2.0,999.0,1
main | en,Milk chocolate toffee almond | Milk chocolate toffee almond,3.0,0.0,0.7875000238418579,1.422767547E9,0.0,46.0,1.0,0.0,41.0,15.0,69.0,1.644527499E9,1.734754757E9,4.0,0.0,21.0,4.0,999.0,0
main | en,Diet Tonic Water | Diet Tonic Water,3.0,0.0,0.6000000238418579,1.489143318E9,0.0,7.0,1.0,0.0,6.0,5.0,10.0,1.740269511E9,1.740269511E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Homogenized Milk | Homogenized Milk,0.0,0.0,0.5,1.489139643E9,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.772428846E9,1.772428846E9,1.0,0.0,4.0,0.0,1003.0,1
main | en,Vinaigrette | Vinaigrette,1.0,0.0,0.5625,1.39463137E9,0.0,14.0,1.0,0.0,12.0,4.0,11.0,1.768787085E9,1.771272417E9,4.0,2.3900000008E10,16.0,3.0,1002.0,1
main | en,"Pork seasoned coating mix, pork | Pork seasoned coating mix, pork",4.0,0.0,0.5,1.489078729E9,0.0,27.0,1.0,0.0,24.0,15.0,53.0,1.587590105E9,1.73480017E9,4.0,0.0,2.0,1.0,999.0,0
main | en,"Ice Cream, Vanilla Caramel Fudge | Ice Cream, Vanilla Caramel Fudge",3.0,0.0,0.4000000059604645,1.489052209E9,0.0,19.0,1.0,0.0,16.0,5.0,23.0,1.489052209E9,1.707507189E9,4.0,0.0,1.0,2.0,999.0,1
main | en,Organic Concord Grape Butter Spread | Organic Concord Grape Butter Spread,0.0,0.0,0.6000000238418579,1.489076905E9,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.740275234E9,1.740275234E9,1.0,0.0,3.0,0.0,999.0,1
main | en,Cut Green Beans | Cut Green Beans,0.0,0.0,0.6000000238418579,1.489060909E9,0.0,2.0,1.0,0.0,2.0,0.0,5.0,1.740359747E9,1.740359747E9,1.0,1.0,3.0,0.0,999.0,1
main | en,Juice blend from concentrate | Juice blend from concentrate,3.0,0.0,0.5,1.489074596E9,0.0,10.0,1.0,0.0,10.0,6.0,20.0,1.587587022E9,1.734802383E9,4.0,0.0,2.0,1.0,999.0,1
main | en,Sundried Sliced Tomatoes | Sundried Sliced Tomatoes,2.0,0.0,0.6000000238418579,1.489090398E9,0.0,4.0,1.0,0.0,4.0,2.0,8.0,1.740271436E9,1.740271436E9,3.0,0.0,3.0,0.0,999.0,1
main | en,California Veggie Burger | California Veggie Burger,0.0,0.0,0.6000000238418579,1.489141228E9,0.0,13.0,1.0,0.0,12.0,3.0,12.0,1.752448156E9,1.752448156E9,4.0,1.0,5.0,1.0,1002.0,1
main | fr,Golden Syrup flavored porridge | Golden Syrup flavored porridge,0.0,0.0,0.675000011920929,1.496441467E9,0.0,7.0,1.0,1.0,5.0,3.0,7.0,1.773060026E9,1.773060026E9,4.0,3.0,13.0,0.0,1003.0,1
main | en,Orange Juice With Pulp | Orange Juice With Pulp,0.0,0.0,0.6000000238418579,1.489071548E9,0.0,2.0,1.0,0.0,2.0,0.0,7.0,1.740372271E9,1.740372271E9,1.0,0.0,3.0,0.0,999.0,1
main | en,Classic American Singles Cheese | Classic American Singles Cheese,2.0,0.0,0.6000000238418579,1.489078517E9,0.0,15.0,1.0,0.0,14.0,9.0,22.0,1.740349549E9,1.740349549E9,4.0,0.0,3.0,5.0,999.0,1
main | en,Cinnamon Apple Sauce | Cinnamon Apple Sauce,0.0,0.0,0.800000011920929,1.489062802E9,0.0,7.0,1.0,0.0,6.0,4.0,7.0,1.744485412E9,1.77127749E9,3.0,12.0,36.0,0.0,1002.0,1
main | en,"7-eleven fresh to go, oatmeal raisin cookie | 7-eleven fresh to go, oatmeal raisin cookie",6.0,0.0,0.5,1.489076202E9,0.0,42.0,1.0,0.0,34.0,25.0,59.0,1.587588175E9,1.734801516E9,4.0,0.0,2.0,5.0,999.0,0
main | en,Pulled Pork & Barbeque Sauce | Pulled Pork & Barbeque Sauce,0.0,0.0,0.6000000238418579,1.489078884E9,0.0,21.0,1.0,0.0,20.0,7.0,35.0,1.740371308E9,1.740371308E9,4.0,0.0,3.0,3.0,999.0,1
main | fr | en | jv,Gluten free pumpkin pancake mix | Gluten free pumpkin pancake mix | Gluten Free Pumpkin Pancake Mix | GF Pumpkin Pancake,5.0,0.0,0.7875000238418579,1.420887958E9,0.0,30.0,1.0,0.0,24.0,28.0,2.0,1.76977372E9,1.76977372E9,4.0,11.0,47.0,28.0,1002.0,0
main | en,Triple chocolate cookies | Triple chocolate cookies,4.0,0.0,0.574999988079071,1.507638421E9,0.0,26.0,1.0,0.0,21.0,14.0,25.0,1.773876308E9,1.773876308E9,4.0,0.0,12.0,1.0,1003.0,1
main | en,Tuscan Eggplant Tomato Sauce | Tuscan Eggplant Tomato Sauce,1.0,0.0,0.6000000238418579,1.489094642E9,0.0,11.0,1.0,0.0,10.0,1.0,21.0,1.740370906E9,1.740370906E9,3.0,0.0,3.0,0.0,999.0,1
main | en,White Corn Taco Style Tortillas | White Corn Taco Style Tortillas,7.0,0.0,0.6625000238418579,1.489136842E9,0.0,14.0,1.0,0.0,11.0,9.0,15.0,1.740352433E9,1.771285455E9,4.0,1.0,6.0,1.0,1002.0,1
main | en,Creamy Peanut Butter | Creamy Peanut Butter,0.0,0.0,0.6875,1.4891416E9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.769365182E9,1.771272123E9,2.0,2.3900000021E10,22.0,0.0,1002.0,1
main | en,"Publix, instant oatmeal, apple & cinnamon | Publix, instant oatmeal, apple & cinnamon",3.0,0.0,0.5,1.489055195E9,0.0,23.0,1.0,0.0,19.0,19.0,36.0,1.587573023E9,1.73481026E9,4.0,0.0,2.0,3.0,999.0,0
main | en,Butter 94% fat free microwave popcorn | Butter 94% fat free microwave popcorn,2.0,0.0,0.5,1.489074566E9,0.0,10.0,1.0,0.0,8.0,7.0,17.0,1.587587006E9,1.734802401E9,4.0,0.0,2.0,1.0,999.0,1
main | en,Broccoli Cheddar Organic Soups | Broccoli Cheddar Organic Soups,0.0,0.0,0.6000000238418579,1.489141206E9,0.0,15.0,1.0,0.0,13.0,5.0,27.0,1.740368496E9,1.740368496E9,3.0,0.0,3.0,2.0,999.0,1
main | en,Macaroons | Macaroons,1.0,0.0,0.5,1.489140215E9,0.0,12.0,1.0,0.0,12.0,1.0,26.0,1.587632811E9,1.734793125E9,4.0,0.0,3.0,0.0,999.0,1
main | fr | en,Triple berry granola | Triple Berry Granola | Triple berry granola,0.0,0.0,0.887499988079071,1.489067898E9,0.0,22.0,1.0,0.0,19.0,3.0,20.0,1.772638924E9,1.772638924E9,3.0,1.8900000001E10,22.0,2.0,1003.0,1
main | en,Microwaveable Dinner Mix | Microwaveable Dinner Mix,6.0,0.0,0.5,1.489090664E9,0.0,31.0,1.0,0.0,25.0,18.0,27.0,1.755049887E9,1.755049887E9,4.0,0.0,4.0,4.0,1002.0,0
main | en,Pressed British Apple & Pear Juice | Pressed British Apple & Pear Juice,1.0,0.0,1.087499976158142,1.380795062E9,0.0,4.0,1.0,2.0,1.0,4.0,2.0,1.773363116E9,1.773363116E9,1.0,3.0,81.0,2.0,1003.0,1
main | en,Sweet & Salty Mix Trail Mix | Sweet & Salty Mix Trail Mix,1.0,0.0,0.6000000238418579,1.489073396E9,0.0,23.0,1.0,0.0,21.0,6.0,31.0,1.740372794E9,1.740372794E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Ice Cream Bars | Ice Cream Bars,6.0,0.0,0.6000000238418579,1.489092966E9,0.0,17.0,1.0,0.0,14.0,13.0,27.0,1.740358153E9,1.740358153E9,4.0,0.0,4.0,2.0,999.0,1
main | en,Pitted Prunes | Pitted Prunes,0.0,0.0,0.6000000238418579,1.489078488E9,0.0,2.0,1.0,0.0,2.0,1.0,4.0,1.740357855E9,1.740357855E9,1.0,0.0,3.0,1.0,999.0,1
main | en,Homestyle Egg Noodles | Homestyle Egg Noodles,0.0,0.0,0.6000000238418579,1.489052429E9,0.0,11.0,1.0,0.0,10.0,5.0,11.0,1.772504598E9,1.772504598E9,1.0,0.0,4.0,0.0,1003.0,1
main | en,Lite Syrup | Lite Syrup,6.0,0.0,0.675000011920929,1.489143866E9,0.0,12.0,1.0,0.0,10.0,8.0,22.0,1.740349732E9,1.740349732E9,4.0,0.0,10.0,0.0,999.0,1
main | en,Seasoned Fish Fry Breading Mix | Seasoned Fish Fry Breading Mix,2.0,0.0,0.5,1.489067319E9,0.0,16.0,1.0,0.0,14.0,9.0,33.0,1.587581167E9,1.734806127E9,4.0,0.0,2.0,1.0,999.0,1
main | en,"Harris teeter, organics, maple baked beans | Harris teeter, organics, maple baked beans",0.0,0.0,0.5,1.489051845E9,0.0,12.0,1.0,0.0,12.0,2.0,27.0,1.587571686E9,1.734811045E9,3.0,0.0,2.0,0.0,999.0,1
main | en,All Natural Strawberry Kiwi Flavor Enhancer | All Natural Strawberry Kiwi Flavor Enhancer,3.0,0.0,0.4000000059604645,1.489135649E9,0.0,14.0,1.0,0.0,11.0,11.0,19.0,1.587627532E9,1.707503634E9,4.0,0.0,2.0,2.0,999.0,1
main | en,"Kroger, x-treme rolled tortilla chips, salsa picante | Kroger, x-treme rolled tortilla chips, salsa picante",2.0,0.0,0.5,1.489075828E9,0.0,23.0,1.0,0.0,22.0,9.0,46.0,1.587587889E9,1.734801726E9,4.0,0.0,4.0,0.0,999.0,1
main | en,Cooked Easy Peel White Shrimp | Cooked Easy Peel White Shrimp,2.0,0.0,0.6000000238418579,1.489138684E9,0.0,6.0,1.0,0.0,4.0,4.0,8.0,1.740275604E9,1.740275604E9,4.0,0.0,3.0,1.0,999.0,1
main | en,Cherries Jubilee Mix | Cherries Jubilee Mix,1.0,0.0,0.6000000238418579,1.489136695E9,0.0,14.0,1.0,0.0,13.0,2.0,32.0,1.740271816E9,1.740271816E9,4.0,0.0,3.0,2.0,999.0,1
main | en,"Sunflower seeds, mesquite bbq | Sunflower seeds, mesquite bbq",2.0,0.0,0.5,1.489093269E9,0.0,16.0,1.0,0.0,16.0,4.0,38.0,1.587593061E9,1.734798245E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Heart Box Gummy Hearts | Heart Box Gummy Hearts,10.0,0.0,0.6000000238418579,1.489135455E9,0.0,19.0,1.0,0.0,17.0,14.0,29.0,1.740361827E9,1.740361827E9,4.0,0.0,3.0,1.0,999.0,0
main | fr | en,Nabisco oreo cookies birthday cake 1x15.25 oz | Oreo Birthday Cake | Nabisco oreo cookies birthday cake 1x15.25 oz,7.0,0.0,0.550000011920929,1.51022885E9,0.0,25.0,1.0,0.0,22.0,16.0,25.0,1.773864182E9,1.773864182E9,4.0,0.0,7.0,0.0,1003.0,0
main | en,Fish seasoning | Fish seasoning,2.0,0.0,0.5,1.489066788E9,0.0,12.0,1.0,0.0,11.0,5.0,19.0,1.587580867E9,1.734806295E9,4.0,0.0,2.0,1.0,999.0,1
main | en,Crunchy Peanut Butter | Crunchy Peanut Butter,0.0,0.0,0.6000000238418579,1.489135294E9,0.0,7.0,1.0,0.0,6.0,2.0,14.0,1.740271075E9,1.740271075E9,4.0,0.0,4.0,1.0,999.0,1
main | fr,Cookies soft baked | Cookies soft baked,5.0,0.0,0.7875000238418579,1.462974368E9,1.0,37.0,1.0,0.0,29.0,15.0,37.0,1.774462549E9,1.774462549E9,4.0,1.8950000004E10,42.0,0.0,1003.0,0
main | en,Nacho Seasoned Fish Steaks | Nacho Seasoned Fish Steaks,2.0,0.0,0.6000000238418579,1.48914101E9,0.0,17.0,1.0,0.0,14.0,9.0,34.0,1.74018507E9,1.74018507E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Vindaloo easy summer sauce | Vindaloo easy summer sauce,1.0,0.0,0.5,1.48905173E9,0.0,35.0,1.0,0.0,30.0,6.0,42.0,1.587571595E9,1.734811107E9,3.0,0.0,2.0,1.0,999.0,1
main | en,Almond granola bars | Almond granola bars,4.0,0.0,0.5,1.489062254E9,0.0,41.0,1.0,0.0,35.0,17.0,63.0,1.587577939E9,1.734807697E9,4.0,0.0,3.0,4.0,999.0,0
main | en,Sliced Strawberries | Sliced Strawberries,1.0,0.0,0.6000000238418579,1.489090571E9,0.0,3.0,1.0,0.0,2.0,2.0,4.0,1.740349671E9,1.740349671E9,4.0,0.0,3.0,1.0,999.0,1
main | en,"Syrup, Butter | Syrup, Butter",5.0,0.0,0.574999988079071,1.489143921E9,0.0,14.0,1.0,0.0,11.0,9.0,20.0,1.643561135E9,1.73475912E9,4.0,0.0,8.0,1.0,999.0,1
main | en,"Ronzoni, supergreens, rotini pasta | Ronzoni, supergreens, rotini pasta",0.0,0.0,0.6875,1.489133303E9,0.0,16.0,1.0,0.0,12.0,7.0,28.0,1.690886751E9,1.738754379E9,1.0,1.0,12.0,0.0,999.0,1
main | en,Ahi Tuna | Ahi Tuna,0.0,0.0,0.6000000238418579,1.489090474E9,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.74027748E9,1.74027748E9,1.0,0.0,3.0,0.0,999.0,1
main | en,Gravy Granules for Meat | Gravy Granules for Meat,2.0,0.0,0.7875000238418579,1.525946347E9,0.0,16.0,1.0,0.0,13.0,10.0,16.0,1.773866633E9,1.773866633E9,4.0,2.3900000005E10,31.0,0.0,1003.0,1
main | en,"Butter pecan reduced fat ice cream, butter pecan | Butter pecan reduced fat ice cream, butter pecan",9.0,0.0,0.5,1.489067858E9,0.0,26.0,1.0,0.0,25.0,16.0,28.0,1.587581553E9,1.734805902E9,4.0,0.0,2.0,4.0,999.0,0
main | en,Cookie Crisp Cereal | Cookie Crisp Cereal,1.0,0.0,0.5874999761581421,1.536027152E9,0.0,26.0,1.0,0.0,21.0,25.0,4.0,1.773691511E9,1.773691511E9,4.0,0.0,27.0,22.0,1003.0,0
main | en,"Monterey jack cheese with jalapeno peppers, pepper jack | Monterey jack cheese with jalapeno peppers, pepper jack",0.0,0.0,0.5,1.489061455E9,0.0,4.0,1.0,0.0,4.0,1.0,4.0,1.751555779E9,1.771284531E9,3.0,1.0,3.0,0.0,1002.0,1
main | en,Diced Tomatoes | Diced Tomatoes,0.0,0.0,0.6000000238418579,1.489064185E9,0.0,4.0,1.0,0.0,4.0,0.0,7.0,1.740354141E9,1.740354141E9,3.0,1.0,4.0,0.0,999.0,1
main | en,Cupcakes Filled With Creamy Fudge | Cupcakes Filled With Creamy Fudge,0.0,0.0,0.6000000238418579,1.489133546E9,0.0,19.0,1.0,0.0,18.0,8.0,35.0,1.740277329E9,1.740277329E9,4.0,0.0,3.0,1.0,999.0,1
main | en | de,GATORADE ENERGY BAR PEANUT BUTTER 2.1 oz | GATORADE ENERGY BAR PEANUT BUTTER 2.1 oz | Rapsöl,4.0,0.0,0.6499999761581421,1.535827838E9,0.0,61.0,1.0,0.0,53.0,30.0,56.0,1.774463742E9,1.774463742E9,4.0,1.0,8.0,5.0,1003.0,0
main | en,Hot sauce | Hot sauce,3.0,0.0,0.5625,1.489057966E9,0.0,9.0,1.0,0.0,9.0,7.0,6.0,1.648950289E9,1.734734431E9,4.0,0.0,6.0,4.0,999.0,1
main | en,"Bon Sole, Bon Appetit, 8-Powdered Donuts | Bon Sole, Bon Appetit, 8-Powdered Donuts",14.0,0.0,0.5,1.489078355E9,0.0,49.0,1.0,0.0,42.0,24.0,74.0,1.587589793E9,1.734800377E9,4.0,0.0,2.0,1.0,999.0,0
main | en,"Lasagne, enriched macaroni product | Lasagne, enriched macaroni product",0.0,0.0,0.5,1.489138254E9,0.0,9.0,1.0,0.0,7.0,6.0,16.0,1.587630698E9,1.734793788E9,1.0,0.0,2.0,0.0,999.0,1
main | en,Marinara Sauce | Marinara Sauce,0.0,0.0,0.6000000238418579,1.489061756E9,0.0,11.0,1.0,0.0,11.0,2.0,27.0,1.740180347E9,1.740180347E9,3.0,0.0,3.0,1.0,999.0,1
main | en,Cook & Serve Chicken Marsala | Cook & Serve Chicken Marsala,3.0,0.0,0.6000000238418579,1.489060041E9,0.0,55.0,1.0,0.0,45.0,22.0,67.0,1.740363688E9,1.740363688E9,4.0,0.0,2.0,11.0,999.0,0
main | en,Maraschino Cherries With Stems | Maraschino Cherries With Stems,4.0,0.0,0.6000000238418579,1.489057193E9,0.0,11.0,1.0,0.0,9.0,6.0,20.0,1.740357387E9,1.740357387E9,4.0,0.0,5.0,1.0,999.0,1
